make,model,mileage,price,registration,fuel,country,brand,page
bmw,x3,101200,29880,08-2018,d,a,bmw,193
bmw,760,36931,109900,11-2023,2,b,bmw,193
bmw,x5,130000,64990,09-2023,2,a,bmw,193
bmw,x6,62217,35890,10-2017,d,d,bmw,194
bmw,x5,130000,64990,09-2023,2,a,bmw,194
bmw,135,63600,32000,01-2021,b,i,bmw,194
bmw,x4,36585,41900,01-2021,3,i,bmw,194
bmw,x1,44500,43900,06-2023,3,i,bmw,194
bmw,420,11797,49500,06-2024,b,b,bmw,194
bmw,123,17490,38995,04-2025,b,d,bmw,194
bmw,x5,58442,47950,10-2019,d,d,bmw,194
bmw,m4,10000,69000,05-2025,2,i,bmw,194
bmw,118,18600,35900,01-2025,d,i,bmw,194
bmw,unknown,19000,35900,01-2024,b,d,bmw,194
bmw,x5,5816,104800,07-2025,2,nl,bmw,194
bmw,x5,121120,39500,03-2021,2,d,bmw,194
bmw,x3,76336,39850,10-2021,2,nl,bmw,194
bmw,740,50100,80990,04-2023,d,d,bmw,194
bmw,i5,33221,49950,12-2023,e,b,bmw,194
bmw,m3,1,141800,new,b,a,bmw,194
bmw,x1,65892,38490,11-2023,2,a,bmw,194
bmw,x3 m,122560,44999,03-2020,b,d,bmw,194
bmw,x3,62300,40730,07-2019,d,d,bmw,194
bmw,116,100000,17499,05-2021,d,b,bmw,195
bmw,x6,92990,57990,11-2020,d,l,bmw,195
bmw,x4,63832,67900,11-2021,b,nl,bmw,195
bmw,x1,27265,43950,02-2025,3,i,bmw,195
bmw,118,71506,19750,06-2020,b,b,bmw,195
bmw,118,86702,24900,01-2021,d,i,bmw,195
bmw,x1,40490,21900,10-2021,2,i,bmw,195
bmw,x3,8000,86790,10-2025,d,a,bmw,195
bmw,x1,37491,49875,09-2024,2,nl,bmw,195
bmw,520,70000,31990,09-2022,d,a,bmw,195
bmw,530,42400,45999,08-2023,2,b,bmw,195
bmw,x5,47288,49300,10-2022,2,i,bmw,195
bmw,x1,47060,21900,07-2021,2,i,bmw,195
bmw,330,24760,51900,05-2025,2,b,bmw,195
bmw,i4,32186,46950,02-2023,e,nl,bmw,195
bmw,m4,28800,96000,04-2024,b,i,bmw,195
bmw,330,82865,29845,06-2019,b,nl,bmw,195
bmw,320,109635,25890,02-2021,d,i,bmw,195
bmw,x5,28000,99900,11-2024,2,nl,bmw,195
bmw,x1,41166,33500,10-2023,b,b,bmw,195
bmw,118,49900,22450,01-2024,b,b,bmw,196
bmw,x1,41166,33500,10-2023,b,b,bmw,196
bmw,218,48980,25780,10-2022,b,d,bmw,196
bmw,520,47452,31999,05-2022,b,d,bmw,196
bmw,320,32475,44000,10-2024,b,b,bmw,196
bmw,530,74429,36900,04-2021,d,d,bmw,196
bmw,325,249414,4950,09-2005,b,nl,bmw,196
bmw,ix,45100,48500,03-2022,e,b,bmw,196
bmw,x3,21008,51900,09-2024,b,b,bmw,196
bmw,i3,15921,21490,12-2021,e,d,bmw,196
bmw,330,7700,54330,08-2025,2,b,bmw,196
bmw,220,75231,25990,04-2021,d,d,bmw,196
bmw,m5,75820,78680,09-2022,b,d,bmw,196
bmw,m3,244535,29990,01-1997,b,a,bmw,196
bmw,330,50790,39950,01-2020,2,nl,bmw,196
bmw,520,78000,33999,06-2020,d,d,bmw,196
bmw,318,164530,17500,03-2020,d,e,bmw,196
bmw,530,127045,25999,11-2021,2,d,bmw,196
bmw,225,156953,15900,06-2017,2,nl,bmw,196
bmw,x5,107000,49700,04-2021,b,a,bmw,196
bmw,x1,114000,14990,11-2015,d,d,bmw,197
bmw,m4,23314,77499,09-2022,b,d,bmw,197
bmw,318,62750,28700,10-2021,d,i,bmw,197
bmw,x3,9664,53900,08-2023,2,nl,bmw,197
bmw,i3,119900,10371,01-2015,e,e,bmw,197
bmw,x1,62463,22290,10-2015,d,d,bmw,197
bmw,x2,139000,19490,11-2018,d,i,bmw,197
bmw,840,29125,74900,03-2023,3,i,bmw,197
bmw,318,136625,19450,11-2017,b,nl,bmw,197
bmw,x5,8995,88389,05-2025,d,d,bmw,197
bmw,i5,22532,69900,01-2025,e,b,bmw,197
bmw,m3,unknown,127900,new,b,i,bmw,197
bmw,x4,32000,48500,07-2023,3,i,bmw,197
bmw,x1,11573,47400,06-2025,b,nl,bmw,197
bmw,x1,9390,48990,05-2025,d,d,bmw,197
bmw,x5 m,105108,84950,01-2021,b,nl,bmw,197
bmw,x5,78236,61800,04-2021,2,nl,bmw,197
bmw,x5,92445,49950,11-2020,2,nl,bmw,197
bmw,x6 m,9900,142990,10-2025,b,d,bmw,197
bmw,430,48314,34299,10-2020,d,i,bmw,197
bmw,520,106956,19099,10-2017,d,b,bmw,198
bmw,430,48314,34299,10-2020,d,i,bmw,198
bmw,m4,99989,43400,04-2022,2,i,bmw,198
bmw,x1,23300,38900,03-2024,b,i,bmw,198
bmw,x6,25200,76980,12-2024,d,d,bmw,198
bmw,520,180927,23996,10-2018,b,nl,bmw,198
bmw,118,22000,23900,12-2022,b,i,bmw,198
bmw,520,24740,52900,10-2024,b,b,bmw,198
bmw,x5,59000,55990,07-2021,2,a,bmw,198
bmw,x6,38256,82900,07-2024,d,i,bmw,198
bmw,640,100000,29999,05-2017,d,e,bmw,198
bmw,540,6100,67500,03-2025,e,b,bmw,198
bmw,x3,55700,54900,11-2024,d,d,bmw,198
bmw,320,59990,29988,07-1999,b,d,bmw,198
bmw,420,71650,36500,04-2021,d,i,bmw,198
bmw,x1,82000,24820,04-2022,2,d,bmw,198
bmw,340,67233,50340,01-2022,b,b,bmw,198
bmw,218,182000,18990,11-2015,d,a,bmw,198
bmw,218,66699,26470,06-2021,b,d,bmw,198
bmw,118,16533,30450,05-2024,b,i,bmw,198
bmw,420,400000,11990,08-2015,d,i,bmw,199
bmw,x5,70200,46900,10-2020,3,i,bmw,199
bmw,318,89100,28970,09-2023,d,a,bmw,199
bmw,x2,41504,34450,09-2023,b,nl,bmw,199
bmw,320,0,93320,new,b,d,bmw,199
bmw,745,129971,47450,10-2020,2,nl,bmw,199
bmw,m3,10052,115000,06-2024,b,nl,bmw,199
bmw,325,198174,7750,06-2006,b,nl,bmw,199
bmw,x5,82864,46999,01-2021,2,b,bmw,199
bmw,x2 m,38135,34640,06-2022,b,d,bmw,199
bmw,ix3,1,71100,new,e,d,bmw,199
bmw,x3 m,99164,47300,02-2021,b,a,bmw,199
bmw,218,20075,34800,03-2024,b,i,bmw,199
bmw,x6,71241,60800,09-2022,3,i,bmw,199
bmw,520,86870,32450,01-2021,d,b,bmw,199
bmw,225,92690,16940,04-2019,2,a,bmw,199
bmw,330,15379,50490,07-2024,d,d,bmw,199
bmw,x1,185021,17990,01-2017,b,nl,bmw,199
bmw,x3,33777,41900,01-2023,3,i,bmw,199
bmw,m4,25447,74850,10-2022,b,d,bmw,199
bmw,x5 m,138000,32890,01-2015,b,d,bmw,200
bmw,x1,185021,17990,01-2017,b,nl,bmw,200
bmw,x3,33777,41900,01-2023,3,i,bmw,200
bmw,m4,25447,74850,10-2022,b,d,bmw,200
bmw,520,68585,36900,09-2022,3,i,bmw,200
bmw,x2,10,48900,10-2025,d,i,bmw,200
bmw,z4,190000,17500,03-2009,b,i,bmw,200
bmw,x3,10302,60500,10-2023,2,b,bmw,200
bmw,x3,120000,39400,05-2022,3,i,bmw,200
bmw,x4,83322,36290,07-2019,d,a,bmw,200
bmw,118,24384,32399,05-2024,d,i,bmw,200
bmw,118,47660,27400,12-2021,d,i,bmw,200
bmw,330,43075,39950,12-2022,2,nl,bmw,200
bmw,330,7698,55900,11-2024,2,b,bmw,200
bmw,m2,55294,30640,05-2018,b,d,bmw,200
bmw,430,51040,44990,10-2021,b,b,bmw,200
bmw,120,9000,28900,03-2025,2,i,bmw,200
bmw,x3 m,26724,49990,11-2021,2,i,bmw,200
bmw,435,160000,23500,09-2017,d,i,bmw,200
bmw,x6,54858,56900,01-2022,3,i,bmw,200
mercedes-benz,gla 180,90288,14500,10-2018,b,b,mercedes-benz,1
mercedes-benz,c 220,2425003,1300,05-2003,d,d,mercedes-benz,1
mercedes-benz,glk 350,238196,7390,08-2010,d,d,mercedes-benz,1
mercedes-benz,eqs,59212,56499,05-2023,e,b,mercedes-benz,1
mercedes-benz,c 180,294000,4999,01-2011,b,d,mercedes-benz,1
mercedes-benz,c 180,185134,5500,05-2008,b,nl,mercedes-benz,1
mercedes-benz,b 180,253000,4500,12-2013,d,b,mercedes-benz,1
mercedes-benz,a 180,186200,11390,12-2015,d,d,mercedes-benz,1
mercedes-benz,cla 200,158000,15000,01-2014,d,i,mercedes-benz,1
mercedes-benz,e 250,271263,8500,04-2011,d,b,mercedes-benz,1
mercedes-benz,vito,485000,1890,08-2009,d,d,mercedes-benz,1
mercedes-benz,cla 180,65326,17890,12-2018,d,b,mercedes-benz,1
mercedes-benz,c 63 amg,82000,36900,06-2017,b,d,mercedes-benz,1
mercedes-benz,s 450,100000,18498,03-2009,b,d,mercedes-benz,1
mercedes-benz,c 200,214800,2400,10-2004,b,d,mercedes-benz,1
mercedes-benz,a 180,267576,9440,01-2015,b,nl,mercedes-benz,1
mercedes-benz,a 180,147000,9990,09-2014,d,i,mercedes-benz,1
mercedes-benz,glc 220,198000,30600,03-2022,d,i,mercedes-benz,1
mercedes-benz,c 200,109000,9999,06-2008,b,d,mercedes-benz,1
mercedes-benz,c 220,2425003,1300,05-2003,d,d,mercedes-benz,2
mercedes-benz,c 200,109000,9999,06-2008,b,d,mercedes-benz,2
mercedes-benz,c 220,197000,9900,06-2012,d,d,mercedes-benz,2
mercedes-benz,e 220,135000,17000,12-2015,d,i,mercedes-benz,2
mercedes-benz,eqb 300,14512,35353,10-2024,e,d,mercedes-benz,2
mercedes-benz,a 160,145000,750,06-1998,b,d,mercedes-benz,2
mercedes-benz,c 200,65000,19500,11-2018,d,b,mercedes-benz,2
mercedes-benz,a 160,145000,3500,11-2008,b,i,mercedes-benz,2
mercedes-benz,glc 250,156999,28990,01-2018,d,b,mercedes-benz,2
mercedes-benz,clk 200,213910,3499,07-2007,b,d,mercedes-benz,2
mercedes-benz,e 220,300000,16999,08-2019,d,d,mercedes-benz,2
mercedes-benz,ml 320,325547,4950,04-2008,d,d,mercedes-benz,2
mercedes-benz,a 220,150000,21990,01-2020,d,i,mercedes-benz,2
mercedes-benz,v 250,332800,19950,12-2015,d,d,mercedes-benz,2
mercedes-benz,c 200,144810,13999,09-2019,d,d,mercedes-benz,2
mercedes-benz,vito,390000,9998,04-2017,d,d,mercedes-benz,2
mercedes-benz,cla 200,170000,14900,07-2017,d,i,mercedes-benz,2
mercedes-benz,e 220,167400,12490,10-2012,d,d,mercedes-benz,2
mercedes-benz,e 350,253305,15490,06-2016,d,d,mercedes-benz,2
mercedes-benz,a 160,91785,16990,10-2020,b,b,mercedes-benz,2
mercedes-benz,glk 350,238196,7390,08-2010,d,d,mercedes-benz,3
mercedes-benz,cla 200,199000,12800,06-2017,d,i,mercedes-benz,3
mercedes-benz,c 180,200544,8990,10-2016,d,b,mercedes-benz,3
mercedes-benz,c 220,107000,13890,09-2013,d,d,mercedes-benz,3
mercedes-benz,a 180,151000,13190,06-2016,d,i,mercedes-benz,3
mercedes-benz,gl 500,97200,28790,12-2013,b,d,mercedes-benz,3
mercedes-benz,gla 200,147673,13450,04-2016,d,nl,mercedes-benz,3
mercedes-benz,a 160,151000,999,05-2004,b,d,mercedes-benz,3
mercedes-benz,viano,283460,5890,08-2007,d,d,mercedes-benz,3
mercedes-benz,c 220,137853,18190,06-2020,d,d,mercedes-benz,3
mercedes-benz,gls 450,136392,23000,12-2017,b,b,mercedes-benz,3
mercedes-benz,gle 250,210500,19990,03-2016,d,i,mercedes-benz,3
mercedes-benz,c 220,152000,21499,08-2018,d,i,mercedes-benz,3
mercedes-benz,cla 200,64572,22199,02-2020,b,b,mercedes-benz,3
mercedes-benz,slk 200,140000,8950,04-2005,b,b,mercedes-benz,3
mercedes-benz,c 200,295595,4950,11-2009,d,d,mercedes-benz,3
mercedes-benz,e 200,137154,7950,03-2006,d,b,mercedes-benz,3
mercedes-benz,e 200,105655,21900,04-2017,d,b,mercedes-benz,3
mercedes-benz,e 350,189900,14800,07-2013,d,d,mercedes-benz,3
mercedes-benz,e 220,209324,12900,05-2016,d,d,mercedes-benz,3
mercedes-benz,eqs,59212,56499,05-2023,e,b,mercedes-benz,4
mercedes-benz,c 180,107406,17499,03-2015,b,nl,mercedes-benz,4
mercedes-benz,cla 200,244000,12990,04-2019,d,i,mercedes-benz,4
mercedes-benz,e 250,278966,6999,02-2012,d,d,mercedes-benz,4
mercedes-benz,r 350,207897,9000,12-2010,d,d,mercedes-benz,4
mercedes-benz,gla 180,120000,22900,02-2021,d,i,mercedes-benz,4
mercedes-benz,a 200,51175,17990,11-2021,b,d,mercedes-benz,4
mercedes-benz,glb 200,108322,23890,10-2020,b,b,mercedes-benz,4
mercedes-benz,a 160,18133,19500,05-2019,b,i,mercedes-benz,4
mercedes-benz,e 300,167800,22990,03-2017,b,b,mercedes-benz,4
mercedes-benz,e 220,105426,22990,09-2016,d,d,mercedes-benz,4
mercedes-benz,glc 220,142000,26990,02-2022,d,d,mercedes-benz,4
mercedes-benz,g 350,190000,49750,01-2015,d,b,mercedes-benz,4
mercedes-benz,gla 180,121500,16450,12-2018,b,d,mercedes-benz,4
mercedes-benz,a 170,183460,2499,05-2005,b,nl,mercedes-benz,4
mercedes-benz,e 300,44000,67490,07-2024,2,b,mercedes-benz,4
mercedes-benz,a 35 amg,69500,32990,09-2019,b,b,mercedes-benz,4
mercedes-benz,c 300,27815,39880,02-2025,3,d,mercedes-benz,4
mercedes-benz,gla 180,159000,15990,11-2018,b,d,mercedes-benz,4
mercedes-benz,c 180,94490,16890,11-2016,b,d,mercedes-benz,4
mercedes-benz,c 180,294000,4999,01-2011,b,d,mercedes-benz,5
mercedes-benz,gla 180,159000,15990,11-2018,b,d,mercedes-benz,5
mercedes-benz,c 180,94490,16890,11-2016,b,d,mercedes-benz,5
mercedes-benz,r 300,369000,5500,10-2009,d,i,mercedes-benz,5
mercedes-benz,eqc 400,146000,25980,08-2020,e,d,mercedes-benz,5
mercedes-benz,a 180,102413,18900,10-2021,d,i,mercedes-benz,5
mercedes-benz,a 180,92375,9490,09-2012,b,d,mercedes-benz,5
mercedes-benz,a 180,4600,25480,03-2025,b,i,mercedes-benz,5
mercedes-benz,eqc 400,25464,34490,08-2022,e,b,mercedes-benz,5
mercedes-benz,a 160,39000,19990,02-2022,b,b,mercedes-benz,5
mercedes-benz,a 180,162000,2990,09-2008,d,b,mercedes-benz,5
mercedes-benz,c 200,7200,35900,05-2025,b,d,mercedes-benz,5
mercedes-benz,cla 220,120000,22990,12-2021,d,d,mercedes-benz,5
mercedes-benz,ml 420,277265,7498,02-2007,d,nl,mercedes-benz,5
mercedes-benz,r 280,258485,7650,04-2008,d,d,mercedes-benz,5
mercedes-benz,gla 45 amg,30581,36990,04-2019,b,b,mercedes-benz,5
mercedes-benz,glc 250,186980,19950,07-2016,d,d,mercedes-benz,5
mercedes-benz,e 280,379832,4250,07-2006,b,nl,mercedes-benz,5
mercedes-benz,s 500,284762,8950,02-2006,b,nl,mercedes-benz,5
mercedes-benz,glc 220,152780,21990,07-2018,d,d,mercedes-benz,5
mercedes-benz,b 180,253000,4500,12-2013,d,b,mercedes-benz,6
mercedes-benz,cla 180,198382,12743,10-2016,b,nl,mercedes-benz,6
mercedes-benz,glc 300,74072,35900,01-2023,2,b,mercedes-benz,6
mercedes-benz,c 180,77000,18500,05-2017,b,b,mercedes-benz,6
mercedes-benz,c 200,68366,20990,03-2020,b,d,mercedes-benz,6
mercedes-benz,a 180,104000,17490,01-2020,d,b,mercedes-benz,6
mercedes-benz,e 220,138500,17990,05-2013,d,d,mercedes-benz,6
mercedes-benz,e 200,86850,19950,03-2015,b,d,mercedes-benz,6
mercedes-benz,a 180,52262,18900,07-2018,d,i,mercedes-benz,6
mercedes-benz,e 200,190000,8990,05-2012,d,b,mercedes-benz,6
mercedes-benz,cla 200,51309,17890,07-2017,b,d,mercedes-benz,6
mercedes-benz,clk 240,262750,7990,02-2004,b,d,mercedes-benz,6
mercedes-benz,cla 200,148000,14500,03-2015,d,i,mercedes-benz,6
mercedes-benz,a 180,215000,14900,07-2020,d,i,mercedes-benz,6
mercedes-benz,e 200,107800,15990,05-2012,b,d,mercedes-benz,6
mercedes-benz,c 180,86341,4799,02-2005,b,d,mercedes-benz,6
mercedes-benz,a 180,109749,14990,03-2013,d,b,mercedes-benz,6
mercedes-benz,e 220,95400,21950,09-2019,d,d,mercedes-benz,6
mercedes-benz,s 350,238800,9990,08-2007,b,a,mercedes-benz,6
mercedes-benz,cla 180,6200,33790,04-2025,b,d,mercedes-benz,6
mercedes-benz,a 180,186200,11390,12-2015,d,d,mercedes-benz,7
mercedes-benz,ml 63 amg,139700,25990,01-2011,b,d,mercedes-benz,7
mercedes-benz,s 350,355819,27950,03-2015,d,nl,mercedes-benz,7
mercedes-benz,a 150,119000,2499,09-2006,b,d,mercedes-benz,7
mercedes-benz,b 180,147800,8900,06-2014,d,i,mercedes-benz,7
mercedes-benz,c 180,41027,21990,06-2020,b,b,mercedes-benz,7
mercedes-benz,glc 250,120000,26900,10-2018,d,d,mercedes-benz,7
mercedes-benz,a 180,110559,10999,09-2013,b,nl,mercedes-benz,7
mercedes-benz,ml 350,195160,14990,02-2013,d,d,mercedes-benz,7
mercedes-benz,a 180,90200,15000,06-2018,b,i,mercedes-benz,7
mercedes-benz,glc 200,92989,32990,11-2021,d,b,mercedes-benz,7
mercedes-benz,b 200,149900,5900,09-2008,b,d,mercedes-benz,7
mercedes-benz,eqa 250,14779,29900,01-2023,e,d,mercedes-benz,7
mercedes-benz,e 300,71924,31499,06-2020,2,b,mercedes-benz,7
mercedes-benz,e 400,187238,29500,09-2017,b,d,mercedes-benz,7
mercedes-benz,a 160,115333,4600,12-2009,b,i,mercedes-benz,7
mercedes-benz,ml 250,206734,15990,01-2013,d,b,mercedes-benz,7
mercedes-benz,c 200,130000,15990,01-2018,d,b,mercedes-benz,7
mercedes-benz,c 300,128891,27250,02-2019,b,d,mercedes-benz,7
mercedes-benz,gla 200,136670,25790,10-2020,d,b,mercedes-benz,7
mercedes-benz,cla 200,158000,15000,01-2014,d,i,mercedes-benz,8
mercedes-benz,c 200,187000,14990,05-2019,d,d,mercedes-benz,8
mercedes-benz,glk 220,182000,14500,05-2013,d,d,mercedes-benz,8
mercedes-benz,e 250,110420,22940,06-2017,d,d,mercedes-benz,8
mercedes-benz,eqb 250,63500,30700,08-2023,e,d,mercedes-benz,8
mercedes-benz,vito,303000,17900,07-2019,d,i,mercedes-benz,8
mercedes-benz,glk 220,212864,10450,10-2010,d,i,mercedes-benz,8
mercedes-benz,c 180,66763,22950,07-2019,b,d,mercedes-benz,8
mercedes-benz,e 300,167122,16900,10-2013,d,d,mercedes-benz,8
mercedes-benz,a 180,51539,20980,06-2022,d,i,mercedes-benz,8
mercedes-benz,gla 180,85747,16199,11-2017,b,b,mercedes-benz,8
mercedes-benz,a 160,30000,7950,07-2011,b,d,mercedes-benz,8
mercedes-benz,s 400,83466,37900,12-2016,b,d,mercedes-benz,8
mercedes-benz,cla 220,107227,14099,11-2015,d,b,mercedes-benz,8
mercedes-benz,c 220,137690,12600,04-2014,d,d,mercedes-benz,8
mercedes-benz,c 200,64514,18490,09-2015,b,d,mercedes-benz,8
mercedes-benz,sl 350,132000,14999,07-2003,b,d,mercedes-benz,8
mercedes-benz,c 180,109033,16990,01-2019,d,b,mercedes-benz,8
mercedes-benz,cla 200,123000,15900,05-2014,d,b,mercedes-benz,8
mercedes-benz,cla 180,188000,12990,11-2017,d,a,mercedes-benz,8
mercedes-benz,e 250,271263,8500,04-2011,d,b,mercedes-benz,9
mercedes-benz,b 180,255900,5000,01-2013,d,b,mercedes-benz,9
mercedes-benz,cla 45 amg,5740,58990,06-2024,b,d,mercedes-benz,9
mercedes-benz,cls 400,211384,18950,02-2015,b,nl,mercedes-benz,9
mercedes-benz,c 200,191524,7950,01-2008,b,nl,mercedes-benz,9
mercedes-benz,e 220,351000,15850,04-2016,d,d,mercedes-benz,9
mercedes-benz,c 43 amg,171562,22950,11-2017,b,nl,mercedes-benz,9
mercedes-benz,gle 43 amg,65000,44799,07-2019,b,d,mercedes-benz,9
mercedes-benz,c 180,204800,7990,10-2011,b,d,mercedes-benz,9
mercedes-benz,e 200,145031,12990,06-2013,d,b,mercedes-benz,9
mercedes-benz,gla 180,72264,19500,08-2019,b,b,mercedes-benz,9
mercedes-benz,c 220,115371,18499,04-2016,d,b,mercedes-benz,9
mercedes-benz,gla 200,55000,17350,10-2016,b,d,mercedes-benz,9
mercedes-benz,a 200,121450,19999,04-2021,d,i,mercedes-benz,9
mercedes-benz,gla 250,149390,14990,05-2014,b,d,mercedes-benz,9
mercedes-benz,ml 350,141000,24997,09-2014,d,d,mercedes-benz,9
mercedes-benz,c 160,112000,16750,02-2018,b,b,mercedes-benz,9
mercedes-benz,b 180,95000,12000,02-2017,b,i,mercedes-benz,9
mercedes-benz,citan,209000,6499,12-2012,d,d,mercedes-benz,9
mercedes-benz,glb 220,69750,38749,12-2021,d,d,mercedes-benz,9
mercedes-benz,vito,485000,1890,08-2009,d,d,mercedes-benz,10
mercedes-benz,clc,134700,6990,08-2008,b,d,mercedes-benz,10
mercedes-benz,cla 220,30000,19900,10-2013,d,d,mercedes-benz,10
mercedes-benz,c 180,8000,44950,09-2024,b,b,mercedes-benz,10
mercedes-benz,cla 180,32000,24950,04-2022,d,b,mercedes-benz,10
mercedes-benz,gla 180,129377,16900,02-2019,b,d,mercedes-benz,10
mercedes-benz,b 180,93983,11999,09-2016,b,b,mercedes-benz,10
mercedes-benz,c 180,187287,17910,06-2018,d,nl,mercedes-benz,10
mercedes-benz,b 200,108000,8450,10-2008,d,d,mercedes-benz,10
mercedes-benz,c 200,31333,35950,08-2023,b,b,mercedes-benz,10
mercedes-benz,e 220,156790,12490,08-2011,d,d,mercedes-benz,10
mercedes-benz,glb 180,115727,25995,09-2021,d,b,mercedes-benz,10
mercedes-benz,e 200,102000,24900,08-2016,d,b,mercedes-benz,10
mercedes-benz,a 220,118238,23200,06-2019,b,i,mercedes-benz,10
mercedes-benz,e 220,100000,33990,10-2021,d,d,mercedes-benz,10
mercedes-benz,a 200,147752,16950,09-2017,b,b,mercedes-benz,10
mercedes-benz,e 220,179900,10990,05-2007,d,d,mercedes-benz,10
mercedes-benz,eqa 250,12554,29880,07-2023,e,d,mercedes-benz,10
mercedes-benz,cla 200,80000,21700,01-2019,d,d,mercedes-benz,10
mercedes-benz,a 200,63800,22290,07-2020,b,d,mercedes-benz,10
mercedes-benz,e 200,293300,5000,10-2010,d,b,mercedes-benz,11
mercedes-benz,e 220,179900,10990,05-2007,d,d,mercedes-benz,11
mercedes-benz,eqa 250,12554,29880,07-2023,e,d,mercedes-benz,11
mercedes-benz,cla 200,80000,21700,01-2019,d,d,mercedes-benz,11
mercedes-benz,a 200,63800,22290,07-2020,b,d,mercedes-benz,11
mercedes-benz,sprinter,725777,8950,04-2016,d,d,mercedes-benz,11
mercedes-benz,b 200,111000,8499,11-2010,b,d,mercedes-benz,11
mercedes-benz,e 300,192163,19950,10-2019,3,d,mercedes-benz,11
mercedes-benz,c 300,77100,34990,02-2019,b,d,mercedes-benz,11
mercedes-benz,e 300,59400,37990,10-2020,d,d,mercedes-benz,11
mercedes-benz,cls 500,243000,14780,03-2014,b,d,mercedes-benz,11
mercedes-benz,a 200,159000,11790,08-2015,d,d,mercedes-benz,11
mercedes-benz,cla 200,9500,39880,10-2025,b,d,mercedes-benz,11
mercedes-benz,cla 180,12911,29990,08-2024,b,b,mercedes-benz,11
mercedes-benz,glk 200,134000,12388,04-2011,d,d,mercedes-benz,11
mercedes-benz,a 160,82000,19990,09-2019,b,b,mercedes-benz,11
mercedes-benz,cla 250,100602,17480,09-2013,b,d,mercedes-benz,11
mercedes-benz,s 350,318000,14900,02-2013,d,i,mercedes-benz,11
mercedes-benz,viano,233000,17990,09-2011,d,d,mercedes-benz,11
mercedes-benz,cla 250,50185,26880,09-2022,2,d,mercedes-benz,11
mercedes-benz,cla 180,65326,17890,12-2018,d,b,mercedes-benz,12
mercedes-benz,c 200,59982,9499,04-2004,b,d,mercedes-benz,12
mercedes-benz,v 220,187280,25900,08-2018,d,d,mercedes-benz,12
mercedes-benz,a 200,17000,33950,09-2024,2,i,mercedes-benz,12
mercedes-benz,cla 45 amg,115000,22000,10-2015,b,i,mercedes-benz,12
mercedes-benz,cla 220,75800,24900,07-2021,d,d,mercedes-benz,12
mercedes-benz,a 180,19958,21896,11-2020,b,d,mercedes-benz,12
mercedes-benz,s 600,104865,16995,07-1994,b,d,mercedes-benz,12
mercedes-benz,c 180,136836,19950,09-2015,b,nl,mercedes-benz,12
mercedes-benz,c 300,38606,32980,11-2022,2,d,mercedes-benz,12
mercedes-benz,glk 220,157000,16990,05-2014,d,a,mercedes-benz,12
mercedes-benz,e 350,168972,11500,06-2011,d,d,mercedes-benz,12
mercedes-benz,e 250,146211,18499,01-2014,d,d,mercedes-benz,12
mercedes-benz,c 180,210215,9950,11-2013,b,d,mercedes-benz,12
mercedes-benz,cla 180,10909,29900,06-2024,d,b,mercedes-benz,12
mercedes-benz,a 180,99000,18799,11-2021,b,b,mercedes-benz,12
mercedes-benz,c 220,66762,28950,06-2019,d,i,mercedes-benz,12
mercedes-benz,clk 63 amg,56300,35897,10-2007,b,d,mercedes-benz,12
mercedes-benz,sprinter,155000,11490,10-2019,d,i,mercedes-benz,12
mercedes-benz,slk 200,57500,14950,06-2009,b,b,mercedes-benz,12
mercedes-benz,cla 180,65326,17890,12-2018,d,b,mercedes-benz,13
mercedes-benz,c 220,175000,10899,06-2011,d,d,mercedes-benz,13
mercedes-benz,v 220,199800,26890,08-2021,d,d,mercedes-benz,13
mercedes-benz,viano,195000,18498,04-2013,d,d,mercedes-benz,13
mercedes-benz,vito,150000,10450,02-2018,d,b,mercedes-benz,13
mercedes-benz,e 220,73450,19890,03-2015,b,d,mercedes-benz,13
mercedes-benz,c 180,139547,8950,02-2008,b,nl,mercedes-benz,13
mercedes-benz,glc 220,240325,18950,11-2017,d,d,mercedes-benz,13
mercedes-benz,b 170,213199,1650,11-2006,b,nl,mercedes-benz,13
mercedes-benz,cla 180,82361,15900,02-2015,b,b,mercedes-benz,13
mercedes-benz,a 180,86600,22998,06-2020,b,d,mercedes-benz,13
mercedes-benz,glc 220,76018,31950,02-2018,d,b,mercedes-benz,13
mercedes-benz,c 200,149000,16990,08-2018,d,b,mercedes-benz,13
mercedes-benz,cla 220,225000,12950,06-2016,d,d,mercedes-benz,13
mercedes-benz,vito,60100,28900,08-2019,d,d,mercedes-benz,13
mercedes-benz,viano,194000,18990,02-2013,d,d,mercedes-benz,13
mercedes-benz,gle 350,79986,49980,10-2022,3,d,mercedes-benz,13
mercedes-benz,vito,391869,8590,12-2018,d,d,mercedes-benz,13
mercedes-benz,e 300,65800,32990,07-2022,2,b,mercedes-benz,13
mercedes-benz,glb 35 amg,23694,44699,09-2023,b,b,mercedes-benz,13
mercedes-benz,c 200,214800,2400,10-2004,b,d,mercedes-benz,14
mercedes-benz,glb 35 amg,23694,44699,09-2023,b,b,mercedes-benz,14
mercedes-benz,cle 53 amg,25238,89499,03-2025,b,d,mercedes-benz,14
mercedes-benz,c 230,152200,5990,06-2006,b,d,mercedes-benz,14
mercedes-benz,b 160,228911,3950,06-2011,b,nl,mercedes-benz,14
mercedes-benz,gla 200,94840,14480,07-2015,b,d,mercedes-benz,14
mercedes-benz,c 300,32527,35980,01-2021,2,nl,mercedes-benz,14
